Acceleration   Speed          Height         Time           
53.956         1254.52249     2.851e+004     75.7           
54.02          1255.602886    2.854e+004     75.7           
54.084         1256.684559    2.856e+004     75.7           
54.148         1257.767512    2.859e+004     75.7           
54.212         1258.851747    2.861e+004     75.8           
54.276         1259.937266    2.864e+004     75.8           
54.34          1261.024073    2.867e+004     75.8           
54.405         1262.112169    2.869e+004     75.8           
54.469         1263.201558    2.872e+004     75.8           
54.534         1264.292242    2.874e+004     75.9           
54.599         1265.384223    2.877e+004     75.9           
54.664         1266.477505    2.879e+004     75.9           
54.729         1267.57209     2.882e+004     75.9           
54.795         1268.66798     2.884e+004     75.9           
54.86          1269.765178    2.887e+004     76             
54.925         1270.863687    2.889e+004     76             
54.991         1271.963509    2.892e+004     76             
55.057         1273.064648    2.894e+004     76             
55.123         1274.167105    2.897e+004     76             
55.189         1275.270884    2.9e+004       76.1           
55.255         1276.375987    2.902e+004     76.1           
55.321         1277.482417    2.905e+004     76.1           
55.388         1278.590177    2.907e+004     76.1           
55.455         1279.699268    2.91e+004      76.1           
55.521         1280.809695    2.912e+004     76.2           
55.588         1281.92146     2.915e+004     76.2           
55.655         1283.034565    2.917e+004     76.2           
55.722         1284.149013    2.92e+004      76.2           
55.79          1285.264807    2.923e+004     76.2           
55.857         1286.38195     2.925e+004     76.3           
55.925         1287.500444    2.928e+004     76.3           
55.992         1288.620293    2.93e+004      76.3           
56.06          1289.741499    2.933e+004     76.3           
56.128         1290.864065    2.935e+004     76.3           
56.196         1291.987993    2.938e+004     76.4           
56.265         1293.113287    2.941e+004     76.4           
56.333         1294.23995     2.943e+004     76.4           
56.402         1295.367983    2.946e+004     76.4           
56.47          1296.497391    2.948e+004     76.4           
56.539         1297.628175    2.951e+004     76.5           
56.608         1298.760339    2.954e+004     76.5           
56.677         1299.893886    2.956e+004     76.5           
56.747         1301.028819    2.959e+004     76.5           
56.816         1302.165139    2.961e+004     76.5           
56.886         1303.302851    2.964e+004     76.6           
56.955         1304.441957    2.967e+004     76.6           
57.025         1305.582461    2.969e+004     76.6           
57.095         1306.724364    2.972e+004     76.6           
57.165         1307.86767     2.974e+004     76.6           
57.236         1309.012382    2.977e+004     76.7           
57.306         1310.158503    2.98e+004      76.7           
57.377         1311.306036    2.982e+004     76.7           
57.447         1312.454984    2.985e+004     76.7           
57.518         1313.605349    2.988e+004     76.7           
57.589         1314.757136    2.99e+004      76.8           
57.66          1315.910345    2.993e+004     76.8           
57.732         1317.064982    2.995e+004     76.8           
57.803         1318.221049    2.998e+004     76.8           
57.875         1319.378548    3.001e+004     76.8           
57.947         1320.537483    3.003e+004     76.9           
58.019         1321.697857    3.006e+004     76.9           
58.091         1322.859673    3.009e+004     76.9           
58.163         1324.022934    3.011e+004     76.9           
58.235         1325.187643    3.014e+004     76.9           
58.308         1326.353804    3.017e+004     77             
58.381         1327.521418    3.019e+004     77             
58.454         1328.69049     3.022e+004     77             
58.527         1329.861023    3.025e+004     77             
58.6           1331.033019    3.027e+004     77             
58.673         1332.206482    3.03e+004      77.1           
58.747         1333.381415    3.033e+004     77.1           
58.82          1334.557821    3.035e+004     77.1           
58.894         1335.735703    3.038e+004     77.1           
58.968         1336.915065    3.041e+004     77.1           
59.042         1338.095909    3.043e+004     77.2           
59.117         1339.278239    3.046e+004     77.2           
59.191         1340.462058    3.049e+004     77.2           
59.266         1341.647369    3.051e+004     77.2           
59.34          1342.834176    3.054e+004     77.2           
59.415         1344.022481    3.057e+004     77.3           
59.49          1345.212289    3.059e+004     77.3           
59.566         1346.403601    3.062e+004     77.3           
59.641         1347.596422    3.065e+004     77.3           
